Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,25/07/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-2.865751655,5.342542308,-5.246167637,-13.533208,6.568349965,10.14838188,-3.243530901,-3.994123195,-0.882676687,-10.9670136,-12.31445171,9.398618788,-0.202451075,2.69990136,8.88160076,-0.042347687,-6.368031773,2.025446944,2.980694098,5.183296102,-1.419431349,-4.963548611,10.35673538,8.688193147,7.745595719,8.322832059,7.68786008,5.794553796,9.419873429,8.054120481,5.618653919,7.583098924,7.314544923,7.456695097,6.501211497,6.622789071,3.998440256,5.523810568,3.280847984,2.925804545,2.673584075
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.070514912,4.054897029,5.328080453,2.472546794,-1.240158025,4.337748829,2.373418579,2.569194462,3.405564606,1.604393984,0.087451516,0.472808379,1.182528602,2.264327593,2.111609634,2.30661157,2.22410876,3.830845856,3.5715379,3.042380608,1.512102584,0.866487533,-0.895928577,2.396794812,2.469098701,1.715769631,2.499338648,2.873251768,2.779556131,3.77652483,2.041142921,0.879212133,0.549787865,2.208681754,1.564552224,3.158932573,2.809941581,0.318577716,-4.574460008,2.081983229,2.074502522,-0.846205077,-0.32686536,1.344374165,2.084150261,1.760796025,2.677230545,1.88650516,1.723568893,-5.740846541,5.589485563,3.36084528
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,10.8097411,11.10570103,7.128134093,0.42922047,1.82616754,7.162195435,-2.704596955,4.826771448,1.855357131,-3.468370783,3.246892124,3.769720925,-6.018680781,-3.288854155,-6.898014486,-2.933028265,0.816874692,-0.215301529,2.002269463,0.999776749,-1.64314774,2.327816931,-9.557733185,-1.837513202,-4.127660889,-6.418294453,-2.510567371,1.328801204,2.718992492,3.457789797,1.018935347,3.12106616,2.02914633,2.131782367,-1.261318737,8.430360478,3.326149144,3.352725609,3.564171106,2.56257909,0.378882724,4.346299959,-2.386271151,2.347274675,1.006329168,-0.167614878,-1.325816741,0.129530769,0.232288688,0.390312154,-0.033975051,-6.554802618,-0.305679763,-0.620360117
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,5.211438142,2.227824609,7.096153516,6.377978811,2.697457779,1.354025294,0.042351174,-0.040505648,2.624625735,6.848494759,5.061714695,0.884671018,2.532004036,2.503843385,2.687519899,3.117925686,2.422429813,3.28147645,4.9117397,4.708443331,0.224909953,-6.398949439,-3.836533052,-1.141488063,3.515885274,3.819876288,3.327669342,6.018052758,5.17759148,4.137574737,5.553997853,2.37665487,1.460928622,1.76083857,3.690587797,2.428689227,3.628941348,4.852313276,0.315886377,-8.513028487,2.714966735,2.073396315,-1.865591174,-1.357215611,-0.776108383,0.21302942,2.516379895,2.950531373,1.00565417,1.113269092,-2.495122968,2.833099902,1.792360795
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.347881403,0.417942569,3.059947613,1.691201405,-5.562353305,-2.76723927,10.53906986,5.496110515,0.418664005,10.42103413,4.829486227,5.539658946,9.744922666,0.961114294,-1.129800287,0.844166098,3.662898326,-0.514143338,9.503694602,-4.003599736,3.747026275,-8.24747342,-6.26227859,5.804629051,-6.829445586,5.545023146,-8.114568151,-0.311128444,6.279852925,4.752617533,-3.245744198,5.826681399,1.827342671,4.886690479,2.313304635,4.235304707,-3.176574747,0.133232217,7.548052587,-2.772962329,0.931771647,2.159245426,0.009775585,4.280889849,-0.247123291,0.911330811,-1.692810583,0.347435415,-1.894980247,2.524049644,2.344910977,1.110328173,4.459729481,5.360486527,4.314346977,2.315025004,5.279079936,3.814949366,-0.524469303,-17.17670889,-5.541402213,15.48088283
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.841054942,5.682369056,5.109071906,5.461453726,3.693884357,4.123016935,3.843523884,3.498134982,6.157587868,5.1825942,4.386142686,3.612615588,5.511177305,3.594862926,-1.513909969,3.871731044,2.976910303,3.474345198,3.044319963,1.027040784,0.487729694,1.910798717,0.701053709,1.003146865,1.095538994,1.804584425,2.017921418,4.188665194,3.813472206,2.430246965,0.163146328,1.094598035,-1.059437335,1.976326264,1.736167099,1.05172456,1.972119245,3.205153055,2.88869862,3.212384848,1.24252729,0.401189129,0.109402979,2.076624908,0.903680387,1.741085258,1.795236367,-0.302483826,-3.370397283,1.448245262,1.700610402,-0.171161336,0.058149505,0.484564448,0.754024352,0.829056665,1.994998447,1.500539123,1.495898988,-8.034474295,6.535119983,2.281547291
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.338570643,-0.537917463,3.759634601,7.003385079,5.796209844,5.330455675,0.250331565,0.067786059,2.009917292,1.269862914,3.478502366,-3.992282117,4.688206415,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46852594,0.236379022,1.591235796,1.839769135,5.476197905,1.515292839,4.941209335,-3.10605342,5.575034548,-3.581754614,-6.355096631,2.598481043,1.253558695,4.674366384,1.949482805,0.507494245,1.742000006,-2.760965842,2.49992422,0.497798984,-1.146998814,-1.66513661,1.876592316,2.525522138,2.902596056,-2.179628787,-4.014111423,-2.677648939,4.203251189,0.47519262,2.212616951,-0.23913578,0.766026842,-2.402459942,-4.065330581,-1.518807294
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,13.4433303,6.136123756,4.730304286,3.152595391,6.808851653,2.963555929,2.512575329,0.86915616,6.046146159,6.392896183,7.998012165,9.083354626,7.927926286,36.55643933,16.59946294,32.56374575,-14.62887969,-25.88405123,-2.009700784,-0.033208722,2.385472134,-5.635613422,2.807161054,4.629801941,-4.963116136,-3.491908802,-19.40512301,9.759055928,5.589705182,2.354481953,3.279285614,-5.654397103,1.220151969,1.036412289,2.321067901,1.04595294,3.120912474,0.909687405,-11.20291442,-4.362686955,-0.495554569,-2.859056185,-0.475164875,-2.061050467,-0.227534414,-5.664485439,2.776783314,-6.342412083,-3.113239988,3.487294146,3.382360848,1.571854945,2.000039245,0.887273108,0.721232639,-0.731650626,-2.062816754,-1.544872184,1.56821092,-3.969558634,-0.638652873,0.974772837
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.899261982,0.248518863,4.09246874,4.849644927,1.488048483,1.014665361,2.234412369,4.929076844,1.501172983,6.255522004,3.073314314,3.968556123,6.31824502,-2.545877171,-1.466335292,2.93558911,2.491437887,4.198675369,3.655965742,-2.148387258,-0.82228521,2.031455579,4.186321307,2.107380194,3.911319215,2.911710264,5.168872166,5.497880602,2.310928794,0.433081194,-1.408485838,0.129933019,2.244410626,3.581967504,2.260783607,1.648561933,4.255208266,2.857118294,2.67118742,3.721393156,1.764902677,1.340842566,2.643986211,1.764340112,1.965819786,1.412229708,1.767934814,-0.937077972,-5.230034826,1.630274045,0.280839243,0.745478658,1.140212964,2.442465801,1.584979389,1.393848825,1.749953797,1.090623956,1.032740842,-11.35567606,7.685656647,4.186941875
Georgia,GEO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,6.31298855,5.212909577,3.513144991,3.802346549,10.97508433,1.410043178,1.802464904,5.549076519,7.867551067,6.591379527,5.335256753,6.170393955,6.803758599,6.582675931,3.698496958,4.407430051,1.141571357,3.389253869,4.530536384,4.025674941,-8.987244968,0.449324459,4.515580135,-7.438647121,-14.76515732,-21.65309529,-45.32510667,-29.84129006,-9.009992894,6.528767015,15.31019682,14.12142425,5.687769083,5.007586678,3.838100069,6.443911043,6.424463063,11.81131435,6.451674622,10.28800429,10.04357676,13.16775225,2.730182663,-2.790940254,7.027385327,8.264988721,7.155378254,3.933646408,4.382901471,2.860094243,2.844902055,4.828569855,4.883854929,5.162618817,-6.824432632,10.88570186,9.993287504
Ghana,GHA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.555958662,1.647508773,1.927484006,-0.224810807,-1.059513365,-6.54964716,0.611065647,-2.040354203,3.405688022,6.850471431,2.363238165,-5.164146641,-0.011167447,3.817011273,-14.92636983,-6.276371891,-0.715938868,5.194088714,-5.498537385,-2.488376796,-6.250421772,-9.675017697,-7.497615895,5.729484665,2.71321041,2.787935316,2.311682469,3.029976823,2.427597421,0.689672245,2.647107903,1.333355891,2.316983125,0.892084667,1.736186137,2.227534068,1.777795764,2.20148382,1.884379706,1.122932344,1.270303419,1.667050975,2.382824942,2.818909276,3.120307425,3.62857797,1.663212531,6.37791278,2.219568023,5.267238029,11.30007269,6.636351702,4.712772226,0.409400947,-0.265332917,0.983231575,5.739078113,3.96954738,4.30597775,-1.541636526,3.262281996,1.257188422
Gibraltar,GIB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648677848,3.526418699,1.308696134,0.745224866,-1.443956376,-0.000934214,1.855265279,0.877458706,1.718979963,1.541535029,3.039952188,1.702365885,1.496338582,0.510408914,2.32360542,3.545380566,-0.995885504,0.184086182,0.979328739,-0.876468729,4.395643234,1.655245404,-3.505824317,2.268168038,3.034094544,3.353180363,1.437755266,1.153539502,1.212553188,7.987763805,7.508405646,3.697806527,2.970450896,2.317241012,1.391141551,2.226401544
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,-2.757806123,6.498621927,-0.462941015,3.133247021,-2.927395677,-2.661721508,6.046532247,2.779158931,9.091725753,4.125901516,0.259915075,2.992546679,-4.476602679,2.804921315,-0.052411227,-4.048783704,7.079488568,-0.134554273,-4.42306079,0.224509808,-1.419555725,0.461996226,1.775803632,-0.50976961,-0.977138988,-0.621627839,-0.616792228,-2.966273836,-2.064070168,-0.72670899,1.878692562,0.509372433,3.328758783,2.488102794,2.80288577,-5.968645508,3.865439346,3.997774412,-5.183078011,-3.514924306,-0.085561126,3.007368864,3.395701264,2.674353276,-10.93207644,2.034710374,-0.218687978,-4.296675102,1.097050489,-0.875473407,2.006307675,4.439494294,3.513793718,-1.953083669,1.661892014,2.36165777
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-4.369672615,6.116219777,-0.105867165,1.143161184,1.950196833,-1.251360682,-12.83644228,6.327041821,-1.391185588,-16.94974222,16.28024774,2.540778683,-4.922399209,7.408211911,2.560402616,-2.316903785,1.316612747,2.972681839,4.421535776,4.43126029,2.952751829,-1.770995547,-1.171127247,0.088136677,1.820421374,9.312237372,4.499167701,-29.41329087,-0.85040448,3.339174144,0.032697962,-3.164511267,-1.722778707,0.369297319,1.794629503,-0.177887243,0.665955184,0.578532049,0.745147817,1.939393521,5.277090605,-4.311528278,0.516852763,-1.673836418,3.428104905,3.619604132,3.368203928,-1.090777898,2.086875016,-4.596719957,1.538709655,1.295673323
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.62573907,-3.8807514,-1.544822721,-4.984771549,6.822761065,-6.976342855,0.032088397,-1.344988519,-4.936883457,-5.373172979,-4.626387867,29.85579157,6.998986662,12.40042135,13.13914207,60.33710392,140.4800424,19.02503798,20.81129706,13.04533447,55.59033038,13.94287693,8.822883661,31.87428239,11.56814122,2.864359425,10.00944444,12.3343735,-3.386937691,-13.15442826,1.864593187,3.862160121,-8.010053955,-3.557707297,-12.60468504,-12.20283544,-9.033697437,-9.444845259,-8.582057,-6.822442154,-3.273593613,0.655260082
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,12.30979498,-0.231362329,11.43081233,9.013661857,10.25106144,5.711672987,4.812395862,6.508586932,11.15673445,8.317787866,7.374327311,9.446392092,7.602608641,-6.782086186,5.373056854,5.205081921,1.610302327,5.865272228,2.002457466,-0.306899531,-2.432460759,-1.740252394,-1.652402456,1.503671471,2.112295551,0.185737552,-2.585123466,3.909777303,3.259730143,-1.052232898,1.869833885,-0.066299153,-2.177150668,1.490559211,1.623825163,2.40984299,3.970081823,3.320699725,2.678099727,3.495563561,3.591652977,3.542622617,5.542361057,4.801378373,0.304568264,5.335601777,3.01098405,-0.599389589,-4.552117261,-5.599959357,-10.01628121,-6.582904449,-1.806551373,1.147211957,0.463652786,-0.072424584,1.29229029,1.874903163,1.991722679,-8.808563835,9.01910939,6.662364124
Grenada,GRD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,5.910928029,6.232977311,-0.11107259,1.124732457,2.709101898,1.898275391,2.070320744,4.970237114,6.857475573,9.416261641,3.711127475,4.450633391,4.198485597,0.662945892,-2.109153777,-3.045997733,0.706919395,1.259912253,3.655291614,4.316047976,11.06846033,6.274922914,4.293373586,-2.481392947,3.155389422,8.951584591,-1.351434926,12.51795891,-4.630238587,5.423401868,0.271734915,-7.249058795,-1.200350709,-0.005969379,-2.002481988,1.44700905,6.407661874,5.543417928,2.88696863,3.613848425,3.575975753,-0.050317483,-14.41148694,3.89188358,5.10162878
Greenland,GRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,11.14456574,3.759157601,5.280208862,4.638514055,0.443324334,5.746010905,9.483179544,6.447679469,4.01494748,7.377089858,-0.913783646,-5.347625298,2.265770795,-6.259164456,2.682173806,6.496777011,4.345640615,4.254659479,5.695173008,-12.19586644,0.066511142,-4.768523541,-4.855881783,5.35180564,3.170996427,1.348010103,1.28773187,7.565899781,1.377884445,6.911024645,0.999463557,-1.424258359,4.143053963,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.077664774,0.890684741,2.462731594,-0.064784281,0.778869514,
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.280592759,0.540717686,6.386339304,1.648960347,1.428942427,2.594207523,1.293633479,5.898810138,2.059376016,3.090046341,3.0456551,4.816581903,4.327516637,3.964515612,-0.325594659,5.009461911,5.410429223,2.608521671,2.241326285,1.20354501,-1.927105349,-6.073412239,-5.182241878,-2.219224881,-3.309301597,-2.586193268,0.716620873,1.05583184,1.11368753,0.321449596,0.907587469,2.122476906,1.309862357,1.474719172,2.405489374,0.513474283,1.931911689,2.542652447,1.415353696,1.117529132,-0.096568126,1.48038852,0.348007859,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.765136399,2.407414722,-3.273321968,6.415405552,2.629583197
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371784091,6.09185018,3.373803142,-3.795861033,0.663420001,2.058126101,0.527173492,2.061708278,-0.37183642,1.67778633,1.287430575,1.495953254,0.564587368,-0.037011602,0.734521662,-0.834568542,2.628136328,-11.71000085,0.285940325,
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.735756402,-1.609111909,-14.52149757,8.689205959,8.118391018,3.16523152,2.486684012,-0.569300501,5.452012205,2.874472437,1.864497606,-4.401004096,0.152877455,6.558799947,7.335175437,0.463945033,-3.639302652,-2.729986762,-2.58008923,1.250959145,1.299600623,-13.18490122,-6.640667401,-4.739298419,2.841777089,-0.36378181,1.533827779,-3.026136713,-4.215378507,-2.317444682,6.488314348,7.627418831,7.857901069,8.191135345,4.732011034,7.685904878,5.950085956,-1.872186863,2.781265239,-1.498558663,2.177485651,1.064258426,-0.663450848,1.581783594,-1.858678755,5.315645839,7.452795433,2.075135496,4.010365433,4.601537788,5.719525983,5.313688445,3.174498044,1.185798243,0.165301152,3.253246028,3.168304574,1.481084365,3.606451281,43.75870325,18.96098255,56.98870768
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.071003502,4.340434589,4.002760786,5.065904674,4.263129006,4.746963108,3.270942436,4.915031127,4.292635715,2.071721832,2.665133599,4.45927696,5.268637499,0.053248618,-1.023555793,4.249958605,3.141940247,3.389452097,3.22890555,0.426999037,1.084636131,-0.993200425,2.101692577,4.027381981,2.903393942,2.583211498,2.793837207,4.030131533,3.107653768,2.269448328,0.505210743,1.311900736,0.612518858,2.594986985,2.170219579,2.306982975,2.822251157,2.222626747,2.834516925,3.492656261,0.862102097,0.92795001,1.566039952,2.772362854,2.211489248,2.305873319,1.876147035,-0.281402875,-3.964457247,2.380263092,1.511401622,0.854053427,0.923986704,1.516093407,1.801225305,1.264788035,1.867295346,1.864389769,1.328529304,-4.627996528,5.376538502,2.501359619
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,9.550414175,11.84816865,6.03381426,11.66931091,0.897412398,-0.932174166,1.224853208,9.580182612,6.583591726,5.004112246,8.511526608,9.15596003,-0.771095834,-1.395612732,14.71420554,10.12425112,6.317175151,5.623131258,7.207064813,6.724980627,1.363923348,4.378979295,8.898075905,-0.319436159,9.681177511,12.26261048,7.603404091,1.222942105,3.49745006,4.829066026,5.34663333,4.39250871,3.674872285,0.366555267,-0.267913521,4.228428822,-6.665010241,1.532234724,6.718483971,-0.177571175,1.207507059,3.259929993,7.855588896,6.92002738,6.347392774,5.553551807,1.518706829,-2.668887343,5.986411641,4.112173142,0.583765614,2.687934612,2.043139929,1.520022544,1.544534591,3.001473021,2.02719224,-2.396670725,-6.208755145,7.416672639,-2.595987112
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.062603503,2.743602371,0.61814807,2.400937975,5.908082508,2.347944155,2.941776687,3.53046724,-2.265765438,0.596515408,0.921467254,2.595182853,4.658804406,-4.056278107,-0.8745533,7.081673881,6.973754116,2.705596351,2.369950827,-2.469600061,-4.207532569,-4.998803714,-2.072788979,3.230348386,2.598440046,2.347944178,3.650542947,-1.07291143,-0.106280276,-0.047108483,-5.991768183,3.13868642,3.549574345,-2.555221795,3.268274426,-0.919810207,1.745487928,0.890268832,-3.322907091,4.400412323,0.002039928,1.06368067,1.905403435,3.620510732,3.510217463,4.082522846,3.786204233,1.950393632,-4.500621921,1.599903281,1.769563087,2.116986999,0.861032611,1.170430679,1.97813209,2.066839346,3.034580835,2.084618588,0.942197107,-10.43019024,10.81973307,2.457696882
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.66733868,4.818212201,0.246795727,0.40898074,1.394648569,-0.140382583,-0.789680145,1.567328411,1.869206512,1.750185915,1.609753782,-1.39324961,0.488198686,2.974085513,-0.083250799,1.952298596,1.337564992,-0.939328564,-2.535479638,-2.009670736,1.195782599,-1.514008405,-2.061086821,-1.901244051,-1.622492437,0.587417525,1.055992549,-1.695520875,-0.362852536,-3.236492319,-1.701956545,-3.315310707,-2.308998902,-2.816479068,2.138978482,2.209116461,3.329323572,0.624952726,0.171813314,0.248975557,1.276629068,0.550296638,0.984479464,2.646370636,2.609939262,2.898672834,2.584685101,2.593766579,0.354232387,3.022068823,1.042634032,-0.246213275,2.611561254,2.785478431,1.655599476,1.411675021,1.79336529,0.972606396,1.292633895,-2.549173879,1.118336125,1.793070495
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.505875127,6.697765908,2.31376873,-0.410963483,3.979445429,7.157204712,5.760734586,5.565294467,4.153586464,4.174506825,4.893381656,4.983857096,2.013982009,-7.095921135,-0.99947972,0.25894761,-2.032675861,-0.120039936,-0.022939169,3.37066856,4.285132306,4.661531612,3.723302437,3.995700516,-8.183444642,17.98919887,7.021082899
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-4.734056631,5.900869242,-3.624339805,-3.383830894,0.297532698,-2.371085249,-3.879084523,1.32348207,1.945667046,-1.158747567,4.567857871,-0.826703973,2.898132957,3.888672111,-0.730328628,6.408450172,1.731218704,4.157726995,5.46696128,5.278165741,-4.767272276,-5.491376289,-1.111668306,-1.701731025,-1.419656098,-2.519645671,-2.824800491,-1.859537763,-4.905512365,-1.021497424,-0.148457,-7.146038052,-7.230755374,-13.59904732,7.862875872,2.220588141,0.82870355,0.334608148,0.857909363,-0.955253581,-2.11657955,-0.696064318,1.711145544,-2.96130215,1.370751207,0.073155358,2.98893769,1.00245559,4.199388915,-6.727402233,3.921707912,-1.030951231,2.772632076,1.391457951,-0.049590688,0.386161159,1.097732862,0.293353843,-3.026509312,-4.55718544,-3.005803291,-2.848281313
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.026235554,-0.462665222,3.088168307,1.630917597,0.254474202,3.351122678,4.142039817,3.36340038,4.750947823,4.313086327,5.039963844,4.372780362,5.237399909,4.501903256,4.108054129,0.432838011,1.180953199,-6.453066957,1.304958757,2.155897137,-0.738925918,2.083240769,4.513367768,3.954282613,2.503053362,4.549563298,5.496018792,4.911693525,-4.330016567,7.64446029,4.862863811
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.051632991,1.242452549,2.178491634,5.542743724,3.630750789,3.099684898,1.768731941,3.543385745,5.392524043,5.28386471,3.917572827,4.245003549,4.827221299,3.382146125,2.647774068,4.050536289,2.670348043,2.185898678,2.810147766,3.235350321,0.608959712,0.984414444,-0.01437165,3.150232179,2.550495224,2.235838388,3.166804182,2.147767382,1.348269282,0.170169833,-0.464043637,0.114035877,2.311127664,2.192187416,2.572761955,4.088094777,3.891964755,1.238369635,2.459523496,4.624441149,2.443088433,3.435102657,4.82861779,6.520968926,6.082540627,7.17351519,7.921792944,4.883823971,1.852078215,6.762221739,5.323779361,4.346189356,4.115896211,3.695870996,3.374368064,3.580578232,4.265504258,4.047234366,3.173430999,-2.006657304,6.825880093,3.112973092
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.276632252,1.545904497,2.143541383,5.018284749,3.329006069,2.395811339,0.731745909,3.186480898,5.530445195,5.610412463,3.915523988,3.528399891,4.372412086,3.551971276,1.888543378,3.91941641,2.513413149,1.62684143,2.503417612,2.873569451,0.096453579,0.476132776,-0.500854986,2.569071778,2.318283915,1.945246924,2.850366207,2.035257038,1.091277885,0.176548873,-0.575540197,-0.053507149,1.81395744,1.71395898,2.296224807,3.782365862,3.542348302,1.072506524,2.12743993,4.173878494,2.198780316,3.18963822,4.427697836,6.11939869,5.674260411,6.662206177,7.339350136,4.490382201,1.693791795,6.283444925,4.799414415,3.851743372,3.841752722,3.486396463,3.006341798,3.166407993,3.829555606,3.630381967,2.77784348,-2.339539305,6.090224733,2.668558646
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.346300241,3.311207106,1.976841551,2.231719725,1.709520064,-1.563300648,-5.408990528,1.021855992,6.550684823,7.816210391,3.925505709,-0.926200842,1.535808212,4.930480306,-2.907132614,3.302758336,1.759985547,-1.857326843,0.804858376,0.7545194,-3.212257963,-2.787706738,-3.62233026,-1.343847767,1.151403785,0.278110263,0.961114036,1.787503568,-0.2715983,1.240559787,-0.625227515,-0.466394765,-1.607245777,-1.572985265,1.005742285,2.256591315,1.527090331,0.954688912,0.400345269,1.384828857,1.655498215,2.787967836,2.436135608,4.098708717,3.591358274,3.605384402,3.564901918,2.641287197,2.461637176,3.780859283,1.683121107,0.72598049,2.999247162,3.373341553,1.161286667,1.014852442,1.642183623,1.940539601,1.591174206,-2.628693297,1.660118801,2.054765985
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.158117965,1.830773317,5.275311915,2.522819122,2.952227513,-2.906137437,-10.48052256,-0.420436528,13.03282956,15.04349381,7.992554906,1.444081719,2.853411202,5.668295487,-4.930451116,3.322221272,2.16992627,-3.609163454,2.749276301,1.846922028,-7.840163334,-4.511850896,-6.061756743,-1.292546112,2.95048152,-0.2897405,0.623964769,3.175090691,0.001936562,3.432374633,-0.974816483,0.264388332,-2.792401556,-1.816041464,-0.74841429,1.834800955,-0.638092144,0.07331193,-0.484976147,0.922760925,1.566421066,4.492553491,2.671920961,4.988670963,3.502904218,3.359559248,3.305335053,1.65343464,3.355828658,3.503030623,2.170376059,2.246996211,3.366029366,3.686691753,1.795201818,-0.257285622,0.535575311,1.688778605,0.702425635,-3.419681372,2.885897564,2.351154115
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.906606658,-0.916726948,-4.90316869,0.68371231,-1.399345362,0.405972819,-1.195251881,7.990359669,3.954771294,4.680545705,4.203649006,4.25651249,5.325798536,4.521951194,2.977198579,4.446606878,5.641112875,4.305796817,4.594021532,7.413628689,5.383028057,-0.08609188,2.053827171,4.511292578,0.324860778,3.678313998,2.998842922,3.659821957,5.826578191,5.334427875,4.931703686,4.691739598,4.730771667,5.779395066,6.465882891,6.086859406,3.034828082,-14.47565149,-0.709500929,3.412714203,2.192246975,3.073967174,3.387699835,3.702070328,4.368418668,4.13903544,4.959048417,4.642173599,3.30690394,4.90272858,4.844905701,4.70670292,4.284778457,3.796140768,3.717745469,3.926698091,4.017625608,4.162984291,4.039135657,-2.885094093,2.985108627,4.640376802
